DateTime,LeftMouseLocation
2026/1/22 5:56:46,middle
2026/1/22 5:56:46,mid-sep
2026/1/22 5:58:25,middle
2026/1/22 5:59:11,corridor
2026/1/22 5:59:13,side
2026/1/22 6:54:00,corridor
2026/1/22 6:54:01,middle
2026/1/22 6:54:02,mid-sep
2026/1/22 6:54:06,middle
2026/1/22 6:54:34,corridor
2026/1/22 6:54:37,side
2026/1/22 6:55:27,corridor
2026/1/22 6:55:29,middle
2026/1/22 6:55:33,mid-sep
2026/1/22 6:56:02,middle
2026/1/22 6:56:04,corridor
2026/1/22 6:56:05,side
2026/1/22 6:58:42,corridor
2026/1/22 6:58:48,side
2026/1/22 7:06:29,corridor
2026/1/22 7:06:30,middle
2026/1/22 7:06:31,mid-sep
2026/1/22 7:06:32,middle
2026/1/22 7:06:32,corridor
2026/1/22 7:06:32,side
2026/1/22 7:09:30,corridor
2026/1/22 7:09:31,middle
2026/1/22 7:14:55,mid-sep
2026/1/22 7:15:13,middle
2026/1/22 7:15:20,corridor
2026/1/22 7:15:23,side
2026/1/22 7:18:12,corridor
2026/1/22 7:18:15,middle
2026/1/22 7:18:17,mid-sep
2026/1/22 7:18:29,middle
2026/1/22 7:18:36,mid-sep
2026/1/22 7:18:47,middle
2026/1/22 7:18:52,corridor
2026/1/22 7:18:54,side
2026/1/22 7:20:39,corridor
2026/1/22 7:20:42,middle
2026/1/22 7:20:43,mid-sep
2026/1/22 7:21:02,middle
2026/1/22 7:21:07,corridor
2026/1/22 7:21:09,side
2026/1/22 7:22:02,corridor
2026/1/22 7:22:38,middle
2026/1/22 7:22:46,corridor
2026/1/22 7:22:47,side
2026/1/22 7:23:34,corridor
2026/1/22 7:23:42,middle
2026/1/22 7:23:43,mid-sep
2026/1/22 7:24:38,middle
2026/1/22 7:25:12,mid-sep
2026/1/22 7:26:50,middle
2026/1/22 7:26:53,corridor
2026/1/22 7:26:55,side
2026/1/22 7:27:38,corridor
2026/1/22 7:27:38,middle
2026/1/22 7:27:42,mid-sep
2026/1/22 7:28:30,middle
2026/1/22 7:28:44,mid-sep
2026/1/22 7:29:40,middle
2026/1/22 7:29:43,corridor
2026/1/22 7:29:44,side
2026/1/22 7:36:04,corridor
2026/1/22 7:36:06,middle
2026/1/22 7:36:12,mid-sep
2026/1/22 7:36:30,middle
2026/1/22 7:36:33,corridor
2026/1/22 7:36:34,side
2026/1/22 7:40:04,corridor
2026/1/22 7:40:08,middle
2026/1/22 7:40:10,mid-sep
2026/1/22 7:40:14,middle
2026/1/22 7:40:15,corridor
2026/1/22 7:40:16,side
2026/1/22 7:40:37,corridor
2026/1/22 7:40:39,middle
2026/1/22 7:42:04,mid-sep
2026/1/22 7:43:28,middle
2026/1/22 7:43:42,corridor
2026/1/22 7:43:43,side
2026/1/22 7:50:53,corridor
2026/1/22 7:51:00,middle
2026/1/22 7:51:01,mid-sep
2026/1/22 7:51:11,middle
2026/1/22 7:51:24,mid-sep
2026/1/22 7:51:36,middle
2026/1/22 7:51:39,corridor
2026/1/22 7:51:40,side
2026/1/22 7:52:14,corridor
2026/1/22 7:52:15,side
2026/1/22 10:02:59,corridor
2026/1/22 10:03:01,middle
2026/1/22 10:03:02,mid-sep
2026/1/22 10:03:48,middle
2026/1/22 10:03:55,corridor
2026/1/22 10:04:00,middle
2026/1/22 10:08:20,mid-sep
2026/1/22 10:08:25,middle
2026/1/22 10:09:03,mid-sep
2026/1/22 10:09:26,middle
2026/1/22 10:09:30,corridor
2026/1/22 10:09:32,side
2026/1/22 10:16:14,corridor
2026/1/22 10:16:15,middle
2026/1/22 10:16:17,mid-sep
2026/1/22 10:16:42,middle
2026/1/22 10:16:44,corridor
2026/1/22 10:16:45,side
2026/1/22 10:22:10,corridor
2026/1/22 10:24:31,middle
2026/1/22 10:26:42,corridor
2026/1/22 10:26:44,side
2026/1/22 10:27:37,corridor
2026/1/22 10:27:39,middle
2026/1/22 10:27:40,mid-sep
2026/1/22 10:27:41,middle
2026/1/22 10:27:43,corridor
2026/1/22 10:27:47,side
2026/1/22 10:28:33,corridor
2026/1/22 10:28:35,middle
2026/1/22 10:28:39,mid-sep
2026/1/22 10:29:04,middle
2026/1/22 10:29:30,mid-sep
2026/1/22 10:29:34,middle
2026/1/22 10:29:56,corridor
2026/1/22 10:29:57,side
2026/1/22 10:30:13,corridor
2026/1/22 10:30:14,middle
2026/1/22 10:30:15,mid-sep
2026/1/22 10:30:41,middle
2026/1/22 10:30:50,mid-sep
2026/1/22 10:31:10,middle
2026/1/22 10:31:12,corridor
2026/1/22 10:31:15,side
2026/1/22 10:32:38,corridor
2026/1/22 10:32:40,middle
2026/1/22 10:36:10,corridor
2026/1/22 10:36:11,side
2026/1/22 10:37:01,corridor
2026/1/22 10:38:38,middle
2026/1/22 10:40:10,corridor
2026/1/22 10:40:13,side
2026/1/22 10:46:17,corridor
2026/1/22 10:46:19,middle
2026/1/22 10:46:23,mid-sep
2026/1/22 10:47:52,middle
2026/1/22 10:48:03,corridor
2026/1/22 10:48:03,side
2026/1/22 10:48:29,corridor
2026/1/22 10:48:34,middle
2026/1/22 10:48:35,corridor
2026/1/22 10:48:35,side
2026/1/22 10:48:38,corridor
2026/1/22 10:48:38,middle
2026/1/22 10:49:17,corridor
2026/1/22 10:49:18,side
2026/1/22 10:49:46,corridor
2026/1/22 10:49:48,middle
2026/1/22 10:51:41,mid-sep
2026/1/22 10:52:18,middle
2026/1/22 10:54:27,mid-sep
2026/1/22 10:54:51,middle
2026/1/22 10:54:59,corridor
2026/1/22 10:55:00,side
2026/1/22 12:56:45,corridor
2026/1/22 12:56:47,middle
2026/1/22 13:00:02,mid-sep
2026/1/22 13:00:20,middle
2026/1/22 13:00:26,corridor
2026/1/22 13:00:29,side
2026/1/22 13:01:00,corridor
2026/1/22 13:01:03,middle
2026/1/22 13:01:10,corridor
2026/1/22 13:01:11,side
2026/1/22 13:01:52,corridor
2026/1/22 13:01:53,side
2026/1/22 13:03:09,corridor
2026/1/22 13:03:09,side
2026/1/22 13:06:32,corridor
2026/1/22 13:06:34,middle
2026/1/22 13:06:35,mid-sep
2026/1/22 13:06:37,middle
2026/1/22 13:06:39,corridor
2026/1/22 13:06:39,side
2026/1/22 13:09:47,corridor
2026/1/22 13:09:51,middle
2026/1/22 13:09:53,corridor
2026/1/22 13:09:54,side
2026/1/22 13:12:55,corridor
2026/1/22 13:12:57,middle
2026/1/22 13:17:22,corridor
2026/1/22 13:17:25,side
2026/1/22 13:17:36,corridor
2026/1/22 13:17:37,middle
2026/1/22 13:17:39,mid-sep
2026/1/22 13:17:51,middle
2026/1/22 13:17:55,corridor
2026/1/22 13:17:55,side
2026/1/22 13:22:18,corridor
2026/1/22 13:22:19,middle
2026/1/22 13:22:24,mid-sep
2026/1/22 13:22:29,middle
2026/1/22 13:22:30,corridor
2026/1/22 13:22:30,side
2026/1/22 13:27:54,corridor
2026/1/22 13:27:55,middle
2026/1/22 13:27:56,mid-sep
2026/1/22 13:28:16,middle
2026/1/22 13:31:07,mid-sep
2026/1/22 13:31:18,middle
2026/1/22 13:31:21,corridor
2026/1/22 13:31:22,side
2026/1/22 13:31:42,corridor
2026/1/22 13:31:46,middle
2026/1/22 13:31:48,mid-sep
2026/1/22 13:32:21,middle
2026/1/22 13:32:25,corridor
2026/1/22 13:32:26,side
2026/1/22 13:35:56,corridor
2026/1/22 13:36:03,middle
2026/1/22 13:38:09,mid-sep
2026/1/22 13:38:20,middle
2026/1/22 13:38:25,corridor
2026/1/22 13:38:26,side
2026/1/22 13:39:30,corridor
2026/1/22 13:39:30,side
2026/1/22 13:42:37,corridor
2026/1/22 13:42:39,middle
2026/1/22 13:42:41,mid-sep
2026/1/22 13:43:36,middle
2026/1/22 13:43:38,corridor
2026/1/22 13:43:39,side
2026/1/22 13:47:53,corridor
2026/1/22 13:47:55,middle
2026/1/22 13:47:56,mid-sep
2026/1/22 13:48:12,middle
2026/1/22 13:48:15,corridor
2026/1/22 13:48:15,side
2026/1/22 13:48:34,corridor
2026/1/22 13:48:35,middle
2026/1/22 13:54:05,corridor
2026/1/22 13:54:06,side
2026/1/22 15:15:47,corridor
2026/1/22 15:15:48,middle
2026/1/22 15:15:52,corridor
2026/1/22 15:15:53,side
2026/1/22 15:15:55,corridor
2026/1/22 15:15:56,middle
2026/1/22 15:21:21,corridor
2026/1/22 15:21:23,side
2026/1/22 15:21:54,corridor
2026/1/22 15:21:57,middle
2026/1/22 15:21:59,mid-sep
2026/1/22 15:22:13,middle
2026/1/22 15:25:06,corridor
2026/1/22 15:25:07,side
2026/1/22 15:27:59,corridor
2026/1/22 15:28:01,middle
2026/1/22 15:28:03,mid-sep
2026/1/22 15:28:05,middle
2026/1/22 15:28:06,corridor
2026/1/22 15:28:07,side
2026/1/22 15:31:41,corridor
2026/1/22 15:31:41,middle
2026/1/22 15:31:44,corridor
2026/1/22 15:31:44,side
2026/1/22 15:35:38,corridor
2026/1/22 15:35:42,middle
2026/1/22 15:39:05,mid-sep
2026/1/22 15:39:21,middle
2026/1/22 15:39:35,mid-sep
2026/1/22 15:39:52,middle
2026/1/22 15:41:31,mid-sep
2026/1/22 15:41:40,middle
2026/1/22 15:41:43,corridor
2026/1/22 15:41:45,side
2026/1/22 15:46:39,corridor
2026/1/22 15:46:40,middle
2026/1/22 15:46:48,corridor
2026/1/22 15:46:49,side
2026/1/22 15:48:56,corridor
2026/1/22 15:48:58,middle
2026/1/22 15:49:03,corridor
2026/1/22 15:49:04,side
2026/1/22 15:52:34,corridor
2026/1/22 15:52:36,middle
2026/1/22 15:52:45,mid-sep
2026/1/22 15:52:47,middle
2026/1/22 15:52:51,corridor
2026/1/22 15:52:52,side
2026/1/22 15:53:17,corridor
2026/1/22 15:53:19,middle
2026/1/22 15:53:24,corridor
2026/1/22 15:53:25,side
2026/1/22 15:59:09,corridor
2026/1/22 15:59:10,middle
2026/1/22 15:59:12,mid-sep
2026/1/22 15:59:23,middle
2026/1/22 15:59:32,corridor
2026/1/22 15:59:33,side
2026/1/22 16:00:52,corridor
2026/1/22 16:00:53,middle
2026/1/22 16:01:02,mid-sep
2026/1/22 16:01:33,middle
2026/1/22 16:02:11,corridor
2026/1/22 16:02:24,middle
2026/1/22 16:02:32,corridor
2026/1/22 16:02:34,side
2026/1/22 16:03:54,corridor
2026/1/22 16:03:55,middle
2026/1/22 16:03:56,mid-sep
2026/1/22 16:03:58,middle
2026/1/22 16:04:23,corridor
2026/1/22 16:04:28,side
2026/1/22 16:05:18,corridor
2026/1/22 16:05:19,middle
2026/1/22 16:05:21,mid-sep
2026/1/22 16:05:34,middle
2026/1/22 16:05:38,corridor
2026/1/22 16:05:38,side
2026/1/22 16:06:51,corridor
2026/1/22 16:06:52,middle
2026/1/22 16:06:54,mid-sep
2026/1/22 16:07:04,middle
2026/1/22 16:07:07,corridor
2026/1/22 16:07:08,side
2026/1/22 16:07:20,corridor
2026/1/22 16:07:21,middle
2026/1/22 16:07:23,corridor
2026/1/22 16:07:25,side
2026/1/22 16:08:58,corridor
2026/1/22 16:08:59,middle
2026/1/22 16:09:10,mid-sep
2026/1/22 16:09:14,middle
2026/1/22 16:09:17,corridor
2026/1/22 16:09:17,side
2026/1/22 16:11:30,corridor
2026/1/22 16:11:30,middle
2026/1/22 16:11:32,mid-sep
2026/1/22 16:11:44,middle
2026/1/22 16:12:18,mid-sep
2026/1/22 16:13:07,middle
2026/1/22 16:13:11,corridor
2026/1/22 16:13:12,side
2026/1/22 16:15:00,corridor
2026/1/22 16:15:01,middle
2026/1/22 16:15:02,mid-sep
2026/1/22 16:15:09,middle
2026/1/22 16:15:13,corridor
2026/1/22 16:15:13,side
2026/1/22 16:16:15,corridor
2026/1/22 16:16:16,middle
2026/1/22 16:16:18,corridor
2026/1/22 16:16:19,side
2026/1/22 16:18:37,corridor
2026/1/22 16:18:38,middle
2026/1/22 16:18:41,mid-sep
2026/1/22 16:18:51,middle
2026/1/22 16:18:53,corridor
2026/1/22 16:19:14,side
2026/1/22 16:20:01,corridor
2026/1/22 16:20:01,middle
2026/1/22 16:21:14,corridor
2026/1/22 16:21:16,side
2026/1/22 16:29:07,corridor
2026/1/22 16:29:07,middle
2026/1/22 16:29:08,mid-sep
2026/1/22 16:30:45,middle
2026/1/22 16:30:51,corridor
2026/1/22 16:30:52,side
2026/1/22 16:31:00,corridor
2026/1/22 16:31:04,side
2026/1/22 16:31:43,corridor
2026/1/22 16:31:43,middle
2026/1/22 16:31:46,mid-sep
2026/1/22 16:31:49,middle
2026/1/22 16:31:49,corridor
2026/1/22 16:31:50,side
2026/1/22 16:33:57,corridor
2026/1/22 16:33:58,middle
2026/1/22 16:34:01,mid-sep
2026/1/22 16:34:12,middle
2026/1/22 16:34:13,corridor
2026/1/22 16:34:16,side
2026/1/22 16:41:07,corridor
2026/1/22 16:41:08,middle
2026/1/22 16:41:11,mid-sep
2026/1/22 16:41:17,middle
2026/1/22 16:41:17,corridor
2026/1/22 16:41:18,side
2026/1/22 17:32:08,corridor
2026/1/22 17:32:10,middle
2026/1/22 17:32:13,mid-sep
2026/1/22 17:32:15,middle
2026/1/22 17:32:18,corridor
2026/1/22 17:32:29,side
2026/1/22 17:38:22,corridor
2026/1/22 17:38:22,middle
2026/1/22 17:38:27,mid-sep
2026/1/22 17:38:35,middle
2026/1/22 17:38:38,corridor
2026/1/22 17:38:39,side
2026/1/22 17:41:38,corridor
2026/1/22 17:41:39,middle
2026/1/22 17:41:43,corridor
2026/1/22 17:41:44,side
2026/1/22 17:42:46,corridor
2026/1/22 17:42:46,middle
2026/1/22 17:42:46,mid-sep
2026/1/22 17:43:06,middle
2026/1/22 17:43:33,mid-sep
2026/1/22 17:44:05,middle
2026/1/22 17:44:10,corridor
2026/1/22 17:44:27,side
2026/1/22 18:30:59,corridor
2026/1/22 18:30:59,middle
2026/1/22 18:31:00,mid-sep
2026/1/22 18:31:05,middle
2026/1/22 18:31:06,corridor
2026/1/22 18:31:07,side
2026/1/22 18:33:30,corridor
2026/1/22 18:33:31,middle
2026/1/22 18:33:33,mid-sep
2026/1/22 18:33:45,middle
2026/1/22 18:33:46,corridor
2026/1/22 18:33:48,side
2026/1/22 18:34:37,corridor
2026/1/22 18:34:38,middle
2026/1/22 18:34:40,mid-sep
2026/1/22 18:34:45,middle
2026/1/22 18:34:47,corridor
2026/1/22 18:34:49,side
2026/1/22 19:23:05,corridor
2026/1/22 19:23:06,middle
2026/1/22 19:23:08,mid-sep
2026/1/22 19:23:44,middle
2026/1/22 19:23:49,corridor
2026/1/22 19:23:51,side
2026/1/22 20:26:40,corridor
2026/1/22 20:26:40,middle
2026/1/22 20:26:40,mid-sep
2026/1/22 20:27:29,middle
2026/1/22 20:27:33,corridor
2026/1/22 20:27:35,side
2026/1/22 20:33:40,corridor
2026/1/22 20:33:41,middle
2026/1/22 20:33:42,mid-sep
2026/1/22 20:34:38,middle
2026/1/22 20:34:47,mid-sep
2026/1/22 20:34:55,middle
2026/1/22 20:34:57,corridor
2026/1/22 20:34:59,side
2026/1/22 20:35:07,corridor
2026/1/22 20:35:09,middle
2026/1/22 20:36:01,mid-sep
2026/1/22 20:36:33,middle
2026/1/22 20:36:34,corridor
2026/1/22 20:36:36,side
2026/1/22 21:56:55,corridor
2026/1/22 21:56:55,middle
2026/1/22 21:56:56,mid-sep
2026/1/22 21:57:35,middle
2026/1/22 21:57:37,corridor
2026/1/22 21:57:38,side
2026/1/22 21:58:08,corridor
2026/1/22 21:58:10,middle
2026/1/22 21:58:11,mid-sep
2026/1/22 21:58:17,middle
2026/1/22 21:58:19,corridor
2026/1/22 21:58:21,side
2026/1/22 23:49:29,corridor
2026/1/22 23:49:30,middle
2026/1/22 23:49:30,mid-sep
2026/1/22 23:49:39,middle
2026/1/22 23:49:52,mid-sep
2026/1/22 23:50:13,middle
2026/1/22 23:50:30,mid-sep
2026/1/22 23:51:05,middle
2026/1/22 23:51:08,corridor
2026/1/22 23:51:09,side
2026/1/22 23:51:35,corridor
2026/1/22 23:51:37,middle
2026/1/22 23:51:39,mid-sep
2026/1/22 23:51:40,middle
2026/1/22 23:51:41,corridor
2026/1/22 23:51:43,side
2026/1/22 23:52:49,corridor
2026/1/22 23:52:49,middle
2026/1/22 23:52:49,mid-sep
2026/1/22 23:52:50,middle
2026/1/22 23:52:50,corridor
2026/1/22 23:52:51,side
2026/1/23 1:39:27,corridor
2026/1/23 1:39:28,middle
2026/1/23 1:39:28,mid-sep
2026/1/23 1:39:59,middle
2026/1/23 1:40:01,corridor
2026/1/23 1:40:02,side
2026/1/23 1:47:37,corridor
2026/1/23 1:47:38,middle
2026/1/23 1:47:39,mid-sep
2026/1/23 1:47:45,middle
2026/1/23 1:47:52,mid-sep
2026/1/23 1:48:03,middle
2026/1/23 1:48:06,corridor
2026/1/23 1:48:07,side
2026/1/23 4:41:59,corridor
2026/1/23 4:42:01,middle
2026/1/23 4:42:01,mid-sep
2026/1/23 4:42:41,middle
2026/1/23 4:42:55,mid-sep
2026/1/23 4:43:24,middle
2026/1/23 4:43:25,corridor
2026/1/23 4:43:38,side
2026/1/23 4:45:12,corridor
2026/1/23 4:45:13,middle
2026/1/23 4:45:14,mid-sep
2026/1/23 4:45:32,middle
2026/1/23 4:45:33,corridor
2026/1/23 4:45:34,side
2026/1/23 4:49:22,corridor
2026/1/23 4:49:24,middle
2026/1/23 4:49:24,mid-sep
2026/1/23 4:49:34,middle
2026/1/23 4:49:36,mid-sep
2026/1/23 4:49:37,middle
2026/1/23 4:49:38,corridor
2026/1/23 4:49:41,middle
2026/1/23 4:49:41,mid-sep
2026/1/23 4:49:54,middle
2026/1/23 4:49:54,corridor
2026/1/23 4:49:55,side
2026/1/23 4:51:52,corridor
2026/1/23 4:51:53,middle
2026/1/23 4:51:54,mid-sep
2026/1/23 4:52:00,middle
2026/1/23 4:52:01,corridor
2026/1/23 4:52:01,side
2026/1/23 5:37:30,corridor
2026/1/23 5:37:31,middle
2026/1/23 5:37:33,mid-sep
2026/1/23 5:37:55,middle
2026/1/23 5:38:02,mid-sep
2026/1/23 5:38:16,middle
2026/1/23 5:38:18,corridor
2026/1/23 5:38:20,side
2026/1/23 5:39:01,corridor
2026/1/23 5:39:05,middle
2026/1/23 5:39:07,mid-sep
2026/1/23 5:39:16,middle
2026/1/23 5:39:16,corridor
2026/1/23 5:39:17,side
2026/1/23 5:39:54,corridor
2026/1/23 5:39:55,side
2026/1/23 5:42:37,corridor
2026/1/23 5:42:42,middle
2026/1/23 5:42:42,mid-sep
2026/1/23 5:43:26,middle
2026/1/23 5:43:32,corridor
2026/1/23 5:43:34,side
2026/1/23 5:50:20,corridor
2026/1/23 5:50:23,middle
2026/1/23 5:50:24,mid-sep
2026/1/23 5:51:11,middle
2026/1/23 5:51:13,corridor
2026/1/23 5:51:15,side
2026/1/23 5:54:14,corridor
2026/1/23 5:54:17,middle
2026/1/23 5:54:20,mid-sep
2026/1/23 5:55:40,middle
2026/1/23 5:56:02,corridor
2026/1/23 5:56:03,side
2026/1/23 6:01:54,corridor
2026/1/23 6:01:57,middle
2026/1/23 6:01:57,mid-sep
2026/1/23 6:01:57,middle
2026/1/23 6:02:25,mid-sep
2026/1/23 6:02:35,middle
2026/1/23 6:02:36,corridor
2026/1/23 6:02:38,side
2026/1/23 7:22:36,corridor
2026/1/23 7:22:36,middle
2026/1/23 7:22:37,mid-sep
2026/1/23 7:22:47,middle
2026/1/23 7:22:50,corridor
2026/1/23 7:22:51,side
2026/1/23 7:23:04,corridor
2026/1/23 7:23:05,middle
2026/1/23 7:23:15,mid-sep
2026/1/23 7:23:46,middle
2026/1/23 7:23:55,corridor
2026/1/23 7:23:56,side
2026/1/23 7:28:31,corridor
2026/1/23 7:28:34,side
2026/1/23 7:31:34,corridor
2026/1/23 7:31:34,middle
2026/1/23 7:31:39,mid-sep
2026/1/23 7:31:46,middle
2026/1/23 7:31:55,mid-sep
2026/1/23 7:32:02,middle
2026/1/23 7:32:04,corridor
2026/1/23 7:32:04,side
2026/1/23 7:34:34,corridor
2026/1/23 7:34:39,middle
2026/1/23 7:34:41,mid-sep
2026/1/23 7:34:45,middle
2026/1/23 7:34:49,corridor
2026/1/23 7:34:50,side
2026/1/23 7:42:39,corridor
2026/1/23 7:42:41,middle
2026/1/23 7:42:44,mid-sep
2026/1/23 7:43:12,middle
2026/1/23 7:43:14,mid-sep
2026/1/23 7:43:28,middle
2026/1/23 7:43:32,corridor
2026/1/23 7:43:32,side
2026/1/23 7:48:48,corridor
2026/1/23 7:49:02,middle
2026/1/23 7:49:14,corridor
2026/1/23 7:49:15,side
2026/1/23 7:53:27,corridor
2026/1/23 7:53:30,side
2026/1/23 7:59:41,corridor
2026/1/23 7:59:42,middle
2026/1/23 7:59:43,mid-sep
2026/1/23 7:59:45,middle
2026/1/23 7:59:45,corridor
2026/1/23 7:59:46,side
2026/1/23 8:00:37,corridor
2026/1/23 8:00:38,middle
2026/1/23 8:00:40,mid-sep
2026/1/23 8:00:58,middle
2026/1/23 8:01:02,corridor
2026/1/23 8:01:03,side
2026/1/23 8:01:49,corridor
2026/1/23 8:01:50,side
2026/1/23 8:03:12,corridor
2026/1/23 8:03:13,middle
2026/1/23 8:03:15,mid-sep
2026/1/23 8:03:33,middle
2026/1/23 8:03:39,mid-sep
2026/1/23 8:04:46,middle
2026/1/23 8:04:49,corridor
2026/1/23 8:04:51,side
2026/1/23 8:05:10,corridor
2026/1/23 8:05:13,middle
2026/1/23 8:05:23,mid-sep
2026/1/23 8:05:24,middle
2026/1/23 8:05:27,corridor
2026/1/23 8:05:28,side
2026/1/23 8:09:24,corridor
2026/1/23 8:09:26,middle
2026/1/23 8:09:56,mid-sep
2026/1/23 8:10:06,middle
2026/1/23 8:10:13,corridor
2026/1/23 8:10:16,side
2026/1/23 8:12:30,corridor
2026/1/23 8:12:32,middle
2026/1/23 8:12:32,mid-sep
2026/1/23 8:12:34,middle
2026/1/23 8:12:35,corridor
2026/1/23 8:12:35,side
2026/1/23 8:16:20,corridor
2026/1/23 8:16:21,middle
2026/1/23 8:16:23,mid-sep
2026/1/23 8:17:40,middle
2026/1/23 8:17:46,mid-sep
2026/1/23 8:18:34,middle
2026/1/23 8:18:34,corridor
2026/1/23 8:18:35,side
2026/1/23 8:20:44,corridor
2026/1/23 8:20:45,middle
2026/1/23 8:20:47,mid-sep
2026/1/23 8:20:47,middle
2026/1/23 8:20:48,corridor
2026/1/23 8:21:46,side
2026/1/23 8:22:05,corridor
2026/1/23 8:22:08,side
2026/1/23 8:25:09,corridor
2026/1/23 8:25:10,middle
2026/1/23 8:25:12,mid-sep
2026/1/23 8:26:08,middle
2026/1/23 8:26:18,corridor
2026/1/23 8:26:18,side
2026/1/23 8:30:13,corridor
2026/1/23 8:30:15,middle
2026/1/23 8:30:27,mid-sep
2026/1/23 8:32:19,middle
2026/1/23 8:32:26,mid-sep
2026/1/23 8:32:38,middle
2026/1/23 8:32:42,corridor
2026/1/23 8:32:42,side
2026/1/23 10:30:44,corridor
2026/1/23 10:30:45,middle
2026/1/23 10:30:49,mid-sep
2026/1/23 10:31:27,middle
2026/1/23 10:31:28,corridor
2026/1/23 10:31:29,side
2026/1/23 10:31:42,corridor
2026/1/23 10:31:42,middle
2026/1/23 10:31:43,mid-sep
2026/1/23 10:31:44,middle
2026/1/23 10:31:48,corridor
2026/1/23 10:32:04,side
2026/1/23 10:33:07,corridor
2026/1/23 10:33:09,middle
2026/1/23 10:33:10,mid-sep
2026/1/23 10:33:19,middle
2026/1/23 10:33:20,corridor
2026/1/23 10:33:20,side
2026/1/23 10:39:26,corridor
2026/1/23 10:39:28,middle
2026/1/23 10:39:30,mid-sep
2026/1/23 10:39:50,middle
2026/1/23 10:39:52,corridor
2026/1/23 10:39:53,side
2026/1/23 10:40:59,corridor
2026/1/23 10:40:59,middle
2026/1/23 10:46:59,mid-sep
2026/1/23 10:47:11,middle
2026/1/23 10:47:12,corridor
2026/1/23 10:47:15,side
2026/1/23 10:48:04,corridor
2026/1/23 10:48:05,middle
2026/1/23 10:48:06,mid-sep
2026/1/23 10:48:38,middle
2026/1/23 10:48:46,mid-sep
2026/1/23 10:49:25,middle
2026/1/23 10:50:30,corridor
2026/1/23 10:50:33,middle
2026/1/23 10:50:33,mid-sep
2026/1/23 10:50:34,middle
2026/1/23 10:50:37,corridor
2026/1/23 10:50:38,side
2026/1/23 10:51:21,corridor
2026/1/23 10:51:25,middle
2026/1/23 10:51:27,mid-sep
2026/1/23 10:51:34,middle
2026/1/23 10:51:34,corridor
2026/1/23 10:51:35,side
2026/1/23 10:55:22,corridor
2026/1/23 10:55:22,middle
2026/1/23 10:55:23,mid-sep
2026/1/23 10:55:25,middle
2026/1/23 10:55:25,corridor
2026/1/23 10:55:26,side
2026/1/23 10:56:15,corridor
2026/1/23 10:56:18,middle
2026/1/23 10:56:18,mid-sep
2026/1/23 10:56:23,middle
2026/1/23 10:56:25,corridor
2026/1/23 10:56:27,side
2026/1/23 10:57:40,corridor
2026/1/23 10:57:41,middle
2026/1/23 10:57:41,mid-sep
2026/1/23 10:57:54,middle
2026/1/23 10:57:58,corridor
2026/1/23 10:57:59,side
2026/1/23 11:01:20,corridor
2026/1/23 11:01:21,middle
2026/1/23 11:01:21,mid-sep
2026/1/23 11:01:23,middle
2026/1/23 11:01:25,corridor
2026/1/23 11:01:26,side
2026/1/23 11:01:41,corridor
2026/1/23 11:01:43,middle
2026/1/23 11:01:45,mid-sep
2026/1/23 11:01:46,middle
2026/1/23 11:01:48,corridor
2026/1/23 11:01:54,side
2026/1/23 11:01:57,corridor
2026/1/23 11:01:57,middle
2026/1/23 11:03:38,corridor
2026/1/23 11:03:38,side
2026/1/23 11:03:39,corridor
2026/1/23 11:03:40,middle
2026/1/23 11:03:40,mid-sep
2026/1/23 11:03:42,middle
2026/1/23 11:05:51,corridor
2026/1/23 11:06:00,side
2026/1/23 11:06:08,corridor
2026/1/23 11:06:10,middle
2026/1/23 11:06:13,mid-sep
2026/1/23 11:07:08,middle
2026/1/23 11:07:34,mid-sep
2026/1/23 11:08:14,middle
2026/1/23 11:08:29,corridor
2026/1/23 11:08:31,side
2026/1/23 11:09:03,corridor
2026/1/23 11:09:04,middle
2026/1/23 11:10:21,corridor
2026/1/23 11:10:22,side
2026/1/23 11:11:08,corridor
2026/1/23 11:11:10,middle
2026/1/23 11:11:11,mid-sep
2026/1/23 11:11:34,middle
2026/1/23 11:12:20,corridor
2026/1/23 11:12:22,side
2026/1/23 13:22:15,corridor
2026/1/23 13:22:18,middle
2026/1/23 13:22:36,mid-sep
2026/1/23 13:22:39,middle
2026/1/23 13:27:50,mid-sep
2026/1/23 13:27:56,middle
2026/1/23 13:27:59,corridor
2026/1/23 13:28:01,side
2026/1/23 13:30:55,corridor
2026/1/23 13:30:56,middle
2026/1/23 13:30:56,mid-sep
2026/1/23 13:31:10,middle
2026/1/23 13:31:12,corridor
2026/1/23 13:31:13,side
2026/1/23 13:34:39,corridor
2026/1/23 13:34:42,side
2026/1/23 13:35:48,corridor
2026/1/23 13:35:49,side
2026/1/23 13:38:05,corridor
2026/1/23 13:38:07,middle
2026/1/23 13:38:11,mid-sep
2026/1/23 13:38:18,middle
2026/1/23 13:38:18,corridor
2026/1/23 13:38:19,side
2026/1/23 13:40:37,corridor
2026/1/23 13:40:39,middle
2026/1/23 13:40:42,mid-sep
2026/1/23 13:40:42,middle
2026/1/23 13:40:44,corridor
2026/1/23 13:40:46,side
2026/1/23 13:41:36,corridor
2026/1/23 13:41:37,side
2026/1/23 13:42:50,corridor
2026/1/23 13:44:22,middle
2026/1/23 13:46:11,corridor
2026/1/23 13:46:12,side
2026/1/23 13:50:19,corridor
2026/1/23 13:51:00,middle
