Cday,CT,bin,both_mid,both_midsep
4,11,10,0,0
4,12,1,0,0
4,12,2,0,0
4,12,3,0,0
4,12,4,0,0
4,12,5,9.000000000181899,0
4,12,6,10,29.999999999970896
4,12,7,2.999999999992724,4.999999999934516
4,12,8,0,0
4,12,9,0,0
4,12,10,0,0
4,13,1,0,0
4,13,2,0,0
4,13,3,0,0
4,13,4,0,0
4,13,5,0,0
4,13,6,0,0
4,13,7,0,0
4,13,8,0,0
4,13,9,0,0
4,13,10,0,0
4,14,1,0,0
4,14,2,0,0
4,14,3,0,0
4,14,4,0,0
4,14,5,0,0
4,14,6,0,0
4,14,7,0,0
4,14,8,0,0
4,14,9,0,0
4,14,10,0,0
4,15,1,0,0
4,15,2,0,0
4,15,3,0,0
4,15,4,0,0
4,15,5,0,0
4,15,6,0,0
4,15,7,0,0
4,15,8,0,0
4,15,9,0,0
4,15,10,0,0
4,16,1,0,0
4,16,2,0,0
4,16,3,0,0
4,16,4,0,0
4,16,5,0,0
4,16,6,0,0
4,16,7,0,0
4,16,8,0,0
4,16,9,0,0
4,16,10,0,0
4,17,1,0,0
4,17,2,0,0
4,17,3,0,0
4,17,4,0,0
4,17,5,0,0
4,17,6,0,0
4,17,7,0,0
4,17,8,0,0
4,17,9,0,0
4,17,10,0,0
4,18,1,0,0
4,18,2,0,0
4,18,3,0,0
4,18,4,0,0
4,18,5,0,0
4,18,6,0,0
4,18,7,0,0
4,18,8,0,0
4,18,9,0,0
4,18,10,0,0
4,19,1,0,0
4,19,2,0,0
4,19,3,22.125000000014552,0
4,19,4,1.8749999999272404,12.000000000014552
4,19,5,0,0
4,19,6,0,0
4,19,7,0,0
4,19,8,0,0
4,19,9,0,0
4,19,10,0,0
4,20,1,0,0
4,20,2,0,0
4,20,3,0,0
4,20,4,0,0
4,20,5,0,0
4,20,6,0,0
4,20,7,0,0
4,20,8,0,0
4,20,9,0,0
4,20,10,0,0
4,21,1,0,0
4,21,2,0,0
4,21,3,0,0
4,21,4,0,0
4,21,5,0,0
4,21,6,0,0
4,21,7,0,0
4,21,8,0,0
4,21,9,0,0
4,21,10,0,0
4,22,1,0,0
4,22,2,0,0
4,22,3,0,0
4,22,4,0,0
4,22,5,0,0
4,22,6,0,0
4,22,7,0,0
4,22,8,0,0
4,22,9,0,0
4,22,10,0,0
4,23,1,0,0
4,23,2,0,0
4,23,3,0,0
4,23,4,0,0
4,23,5,0,0
4,23,6,0,0
4,23,7,0,0
4,23,8,0,0
4,23,9,0,0
4,23,10,0,0
5,0,1,0,0
5,0,2,0,0
5,0,3,0,0
5,0,4,0,0
5,0,5,0,0
5,0,6,0,0
5,0,7,0,0
5,0,8,0,0
5,0,9,0,0
5,0,10,0,0
5,1,1,0,0
5,1,2,0,0
5,1,3,0,0
5,1,4,0,0
5,1,5,0,0
5,1,6,140.0000000000109,11.999999999996362
5,1,7,3.9999999998672138,5.9999999999918145
5,1,8,0,0
5,1,9,28.000000000049113,65.00000000007458
5,1,10,0,0
5,2,1,0,0
5,2,2,0,0
5,2,3,1.9999999997226041,2.0000000001373337
5,2,4,0,0
5,2,5,0,0
5,2,6,0,0
5,2,7,0,0
5,2,8,0,0
5,2,9,0,0
5,2,10,0,0
5,3,1,0,0
5,3,2,0,0
5,3,3,0,0
5,3,4,0,0
5,3,5,0,0
5,3,6,0,0
5,3,7,0,0
5,3,8,0,0
5,3,9,0,0
5,3,10,0,0
5,4,1,0,0
5,4,2,0,0
5,4,3,0,0
5,4,4,0,0
5,4,5,0,0
5,4,6,0,0
5,4,7,0,0
5,4,8,0,0
5,4,9,0,0
5,4,10,0,0
5,5,1,0,0
5,5,2,0,0
5,5,3,0,0
5,5,4,0,0
5,5,5,0,0
5,5,6,0,0
5,5,7,0,0
5,5,8,0,0
5,5,9,0,0
5,5,10,0,0
5,6,1,0,0
5,6,2,0,0
5,6,3,0,0
5,6,4,0,0
5,6,5,0,0
5,6,6,0,0
5,6,7,0,0
5,6,8,0,0
5,6,9,0,0
5,6,10,0,0
5,7,1,0,0
5,7,2,0,0
5,7,3,0,0
5,7,4,0,0
5,7,5,0,0
5,7,6,0,0
5,7,7,0,0
5,7,8,0,0
5,7,9,0,0
5,7,10,4,5.999999999992724
5,8,1,0,0
5,8,2,0,0
5,8,3,0,0
5,8,4,0,0
5,8,5,0,0
5,8,6,0,0
5,8,7,0,0
5,8,8,0,0
5,8,9,0,0
5,8,10,0,0
5,9,1,0,0
5,9,2,0,0
5,9,3,0,0
5,9,4,0,0
5,9,5,0,0
5,9,6,0,0
5,9,7,0,0
5,9,8,0,0
5,9,9,0,0
5,9,10,0,0
5,10,1,0,0
5,10,2,0,0
5,10,3,0,0
5,10,4,0,0
5,10,5,0,0
5,10,6,7,0
5,10,7,13.000000000058208,0
5,10,8,8.000000000123691,0
5,10,9,0,0
5,10,10,5.999999999796273,42.00000000016007
5,11,1,30.000000000174623,10.99999999992724
5,11,2,2.999999999796273,58.000000000007276
5,11,3,0,0
5,11,4,0,0
5,11,5,0,0
5,11,6,0,0
5,11,7,0,0
5,11,8,0,0
5,11,9,0,0
5,11,10,0,0
5,12,1,0,0
5,12,2,0,0
5,12,3,0,0
5,12,4,0,0
5,12,5,0,0
5,12,6,0,0
5,12,7,0,0
5,12,8,0,0
5,12,9,0,0
5,12,10,0,0
5,13,1,0,0
5,13,2,0,0
5,13,3,0,0
5,13,4,0,0
5,13,5,0,0
5,13,6,0,0
5,13,7,0,0
5,13,8,0,0
5,13,9,0,0
5,13,10,0,0
5,14,1,0,0
5,14,2,0,0
5,14,3,0,0
5,14,4,0,0
5,14,5,0,0
5,14,6,0,0
5,14,7,0,0
5,14,8,0,0
5,14,9,0,0
5,14,10,0,0
5,15,1,0,0
5,15,2,0,0
5,15,3,0,0
5,15,4,0,0
5,15,5,0,0
5,15,6,0,0
5,15,7,0,0
5,15,8,0,0
5,15,9,0,0
5,15,10,0,0
5,16,1,0,0
5,16,2,0,0
5,16,3,0,0
5,16,4,0,0
5,16,5,0,0
5,16,6,0,0
5,16,7,0,0
5,16,8,0,0
5,16,9,0,0
5,16,10,0,0
5,17,1,0,0
5,17,2,0,0
5,17,3,0,0
5,17,4,0,0
5,17,5,0,0
5,17,6,0,0
5,17,7,0,0
5,17,8,0,0
5,17,9,0,0
5,17,10,0,0
5,18,1,0,0
5,18,2,0,0
5,18,3,0,0
5,18,4,0,0
5,18,5,0,0
5,18,6,0,0
5,18,7,0,0
5,18,8,0,0
5,18,9,0,0
5,18,10,0,0
5,19,1,0,0
5,19,2,0,0
5,19,3,0,0
5,19,4,0,0
5,19,5,0,0
5,19,6,0,0
5,19,7,0,0
5,19,8,0,0
5,19,9,0,0
5,19,10,0,0
5,20,1,0,0
5,20,2,0,0
5,20,3,0,0
5,20,4,0,0
5,20,5,0,0
5,20,6,0,0
5,20,7,0,0
5,20,8,0,0
5,20,9,0,0
5,20,10,0,0
5,21,1,0,0
5,21,2,0,0
5,21,3,0,0
5,21,4,0,0
5,21,5,0,0
5,21,6,0,0
5,21,7,0,0
5,21,8,0,0
5,21,9,0,0
5,21,10,0,0
5,22,1,0,0
5,22,2,0,0
5,22,3,0,0
5,22,4,0,0
5,22,5,0,0
5,22,6,0,0
5,22,7,0,0
5,22,8,0,0
5,22,9,0,0
5,22,10,0,0
5,23,1,0,0
5,23,2,0,0
5,23,3,0,0
5,23,4,0,0
5,23,5,0,0
5,23,6,5.499999999985448,3
5,23,7,17.500000000116415,12.999999999869033
5,23,8,0,0
5,23,9,10.87500000007276,0
5,23,10,53.12500000016007,22.999999999898137
6,0,1,0,0
6,0,2,0,0
6,0,3,0,0
6,0,4,0,0
6,0,5,0,0
6,0,6,0,0
6,0,7,0,0
6,0,8,0,0
6,0,9,0,0
6,0,10,0,0
6,1,1,0,0
6,1,2,0,0
6,1,3,0,0
6,1,4,0,0
6,1,5,0,0
6,1,6,0,0
6,1,7,0,0
6,1,8,0,0
6,1,9,0,0
6,1,10,0,0
6,2,1,0,0
6,2,2,0,0
6,2,3,0,0
6,2,4,0,0
6,2,5,0,0
6,2,6,0,0
6,2,7,0,0
6,2,8,0,0
6,2,9,0,0
6,2,10,78.74999999987631,53.00000000008913
6,3,1,20.250000000030923,0
6,3,2,0,0
6,3,3,0,0
6,3,4,0,0
6,3,5,0,0
6,3,6,0,0
6,3,7,0,0
6,3,8,0,0
6,3,9,0,0
6,3,10,0,0
6,4,1,0,0
6,4,2,0,0
6,4,3,0,0
6,4,4,0,0
6,4,5,0,0
6,4,6,0,0
6,4,7,0,0
6,4,8,0,0
6,4,9,0,0
6,4,10,0,0
6,5,1,0,0
6,5,2,0,0
6,5,3,0,0
6,5,4,0,0
6,5,5,0,0
6,5,6,0,0
6,5,7,0,0
6,5,8,0,0
6,5,9,0,0
6,5,10,0,0
6,6,1,0,0
6,6,2,0,0
6,6,3,0,0
6,6,4,0,0
6,6,5,0,0
6,6,6,0,0
6,6,7,0,0
6,6,8,0,0
6,6,9,0,0
6,6,10,0,0
6,7,1,0,0
6,7,2,0,0
6,7,3,0,0
6,7,4,0,0
